SiteName,MonitorDate,Concentration,ItemUnit
彰化,20180117,39,μgm3
士林,20180117,18,μgm3
臺南,20180117,54,μgm3
陽明,20180117,7,μgm3
汐止,20180117,21,μgm3
南投,20180117,33,μgm3
花蓮,20180117,15,μgm3
斗六,20180117,41,μgm3
萬華,20180117,20,μgm3
嘉義,20180117,51,μgm3
臺東,20180117,8,μgm3
新營,20180117,53,μgm3
陽明,20180114,3,μgm3
宜蘭,20180114,4,μgm3
斗六,20180114,26,μgm3
花蓮,20180114,5,μgm3
屏東,20180114,29,μgm3
桃園,20180114,6,μgm3
馬公,20180114,11,μgm3
基隆,20180114,5,μgm3
恆春,20180114,4,μgm3
新營,20180114,28,μgm3
臺東,20180114,5,μgm3
新竹,20180114,8,μgm3
汐止,20180114,6,μgm3
臺南,20180114,33,μgm3
士林,20180114,4,μgm3
竹東,20180114,10,μgm3
美濃,20180114,22,μgm3
金門,20180114,16,μgm3
嘉義,20180114,29,μgm3
苗栗,20180114,12,μgm3
平鎮,20180114,7,μgm3
萬華,20180114,5,μgm3
三義,20180114,12,μgm3
前金,20180114,31,μgm3
南投,20180114,18,μgm3
朴子,20180114,25,μgm3
板橋,20180114,5,μgm3
馬祖,20180114,11,μgm3
豐原,20180114,13,μgm3
忠明,20180114,18,μgm3
彰化,20180114,18,μgm3
汐止,20180111,14,μgm3
陽明,20180111,12,μgm3
臺南,20180111,19,μgm3
士林,20180111,14,μgm3
南投,20180111,17,μgm3
彰化,20180111,16,μgm3
桃園,20180111,16,μgm3
屏東,20180111,26,μgm3
宜蘭,20180111,13,μgm3
花蓮,20180111,13,μgm3
斗六,20180111,19,μgm3
忠明,20180111,14,μgm3
馬祖,20180111,20,μgm3
前金,20180111,24,μgm3
板橋,20180111,14,μgm3
三義,20180111,14,μgm3
萬華,20180111,14,μgm3
平鎮,20180111,16,μgm3
苗栗,20180111,15,μgm3
嘉義,20180111,20,μgm3
金門,20180111,23,μgm3
美濃,20180111,23,μgm3
新竹,20180111,15,μgm3
臺東,20180111,12,μgm3
恆春,20180111,10,μgm3
新營,20180111,18,μgm3
基隆,20180111,13,μgm3
馬公,20180111,14,μgm3
竹東,20180111,13,μgm3
新營,20180108,13,μgm3
恆春,20180108,3,μgm3
彰化,20180108,17,μgm3
馬祖,20180108,6,μgm3
汐止,20180108,4,μgm3
竹東,20180108,4,μgm3
馬公,20180108,8,μgm3
忠明,20180108,16,μgm3
板橋,20180108,6,μgm3
苗栗,20180108,5,μgm3
屏東,20180108,20,μgm3
臺東,20180108,2,μgm3
朴子,20180108,13,μgm3
宜蘭,20180108,3,μgm3
平鎮,20180108,6,μgm3
新竹,20180108,4,μgm3
南投,20180108,17,μgm3
臺南,20180108,12,μgm3
三義,20180108,6,μgm3
桃園,20180108,6,μgm3
士林,20180108,4,μgm3
美濃,20180108,17,μgm3
花蓮,20180108,3,μgm3
斗六,20180108,16,μgm3
嘉義,20180108,15,μgm3
前金,20180108,11,μgm3
萬華,20180108,6,μgm3
基隆,20180108,3,μgm3
陽明,20180108,-2,μgm3
金門,20180108,17,μgm3
斗六,20180105,29,μgm3
金門,20180105,30,μgm3
平鎮,20180105,9,μgm3
竹東,20180105,9,μgm3
馬公,20180105,10,μgm3
苗栗,20180105,15,μgm3
陽明,20180105,-2,μgm3
嘉義,20180105,32,μgm3
花蓮,20180105,6,μgm3
宜蘭,20180105,6,μgm3
忠明,20180105,18,μgm3
屏東,20180105,29,μgm3
桃園,20180105,8,μgm3
基隆,20180105,5,μgm3
豐原,20180105,12,μgm3
汐止,20180105,5,μgm3
板橋,20180105,6,μgm3
馬祖,20180105,7,μgm3
前金,20180105,38,μgm3
新營,20180105,29,μgm3
新竹,20180105,11,μgm3
臺南,20180105,32,μgm3
臺東,20180105,4,μgm3
三義,20180105,7,μgm3
美濃,20180105,26,μgm3
恆春,20180105,3,μgm3
南投,20180105,28,μgm3
士林,20180105,5,μgm3
萬華,20180105,7,μgm3
竹東,20180102,13,μgm3
馬公,20180102,26,μgm3
花蓮,20180102,10,μgm3
斗六,20180102,43,μgm3
彰化,20180102,35,μgm3
恆春,20180102,9,μgm3
前金,20180102,43,μgm3
忠明,20180102,32,μgm3
豐原,20180102,21,μgm3
馬祖,20180102,31,μgm3
士林,20180102,10,μgm3
朴子,20180102,35,μgm3
萬華,20180102,11,μgm3
平鎮,20180102,9,μgm3
南投,20180102,35,μgm3
苗栗,20180102,22,μgm3
金門,20180102,31,μgm3
美濃,20180102,44,μgm3
臺東,20180102,11,μgm3
新營,20180102,38,μgm3
汐止,20180102,11,μgm3
臺南,20180102,42,μgm3
新竹,20180102,15,μgm3
基隆,20180102,11,μgm3
桃園,20180102,10,μgm3
板橋,20180102,11,μgm3
屏東,20180102,52,μgm3
花蓮,20171230,8,μgm3
美濃,20171230,31,μgm3
平鎮,20171230,14,μgm3
陽明,20171230,-2,μgm3
竹東,20171230,9,μgm3
臺東,20171230,6,μgm3
馬公,20171230,16,μgm3
朴子,20171230,30,μgm3
汐止,20171230,16,μgm3
士林,20171230,10,μgm3
恆春,20171230,6,μgm3
馬祖,20171230,19,μgm3
屏東,20171230,37,μgm3
臺南,20171230,29,μgm3
前金,20171230,34,μgm3
新竹,20171230,15,μgm3
豐原,20171230,22,μgm3
基隆,20171230,15,μgm3
桃園,20171230,15,μgm3
宜蘭,20171230,11,μgm3
忠明,20171230,26,μgm3
斗六,20171230,42,μgm3
彰化,20171230,32,μgm3
板橋,20171230,15,μgm3
金門,20171230,30,μgm3
嘉義,20171230,39,μgm3
苗栗,20171230,15,μgm3
南投,20171230,33,μgm3
萬華,20171230,15,μgm3
斗六,20171227,58,μgm3
新竹,20171227,12,μgm3
臺南,20171227,36,μgm3
前金,20171227,38,μgm3
美濃,20171227,35,μgm3
豐原,20171227,36,μgm3
花蓮,20171227,9,μgm3
苗栗,20171227,16,μgm3
平鎮,20171227,12,μgm3
士林,20171227,13,μgm3
三義,20171227,23,μgm3
宜蘭,20171227,13,μgm3
陽明,20171227,11,μgm3
朴子,20171227,39,μgm3
臺東,20171227,9,μgm3
嘉義,20171227,45,μgm3
南投,20171227,56,μgm3
板橋,20171227,13,μgm3
恆春,20171227,8,μgm3
汐止,20171227,14,μgm3
竹東,20171227,11,μgm3
忠明,20171227,37,μgm3
萬華,20171227,14,μgm3
新營,20171227,39,μgm3
基隆,20171227,14,μgm3
馬祖,20171227,27,μgm3
桃園,20171227,13,μgm3
彰化,20171227,39,μgm3
屏東,20171227,45,μgm3
馬公,20171227,20,μgm3
金門,20171227,27,μgm3
前金,20171224,58,μgm3
美濃,20171224,27,μgm3
屏東,20171224,30,μgm3
士林,20171224,38,μgm3
臺南,20171224,69,μgm3
板橋,20171224,42,μgm3
馬祖,20171224,33,μgm3
恆春,20171224,7,μgm3
新營,20171224,65,μgm3
臺東,20171224,10,μgm3
嘉義,20171224,65,μgm3
萬華,20171224,45,μgm3
斗六,20171224,72,μgm3
花蓮,20171224,16,μgm3
南投,20171224,53,μgm3
汐止,20171224,38,μgm3
陽明,20171224,25,μgm3
桃園,20171224,46,μgm3
宜蘭,20171224,21,μgm3
忠明,20171224,59,μgm3
豐原,20171224,41,μgm3
朴子,20171224,58,μgm3
三義,20171224,40,μgm3
平鎮,20171224,45,μgm3
苗栗,20171224,53,μgm3
金門,20171224,54,μgm3
新竹,20171224,47,μgm3
基隆,20171224,38,μgm3
馬公,20171224,30,μgm3
竹東,20171224,34,μgm3
新竹,20171221,15,μgm3
彰化,20171221,18,μgm3
屏東,20171221,30,μgm3
萬華,20171221,15,μgm3
基隆,20171221,14,μgm3
士林,20171221,14,μgm3
花蓮,20171221,12,μgm3
馬祖,20171221,32,μgm3
忠明,20171221,15,μgm3
臺南,20171221,24,μgm3
宜蘭,20171221,13,μgm3
新營,20171221,23,μgm3
竹東,20171221,14,μgm3
馬公,20171221,20,μgm3
汐止,20171221,16,μgm3
桃園,20171221,14,μgm3
陽明,20171221,14,μgm3
平鎮,20171221,15,μgm3
前金,20171221,27,μgm3
金門,20171221,34,μgm3
恆春,20171221,10,μgm3
臺東,20171221,11,μgm3
斗六,20171221,27,μgm3
苗栗,20171221,15,μgm3
朴子,20171221,23,μgm3
豐原,20171221,13,μgm3
三義,20171221,14,μgm3
嘉義,20171221,25,μgm3
美濃,20171221,24,μgm3
板橋,20171221,14,μgm3
汐止,20171218,7,μgm3
恆春,20171218,3,μgm3
平鎮,20171218,10,μgm3
嘉義,20171218,16,μgm3
士林,20171218,5,μgm3
臺南,20171218,19,μgm3
桃園,20171218,8,μgm3
金門,20171218,31,μgm3
朴子,20171218,15,μgm3
萬華,20171218,7,μgm3
屏東,20171218,26,μgm3
板橋,20171218,7,μgm3
南投,20171218,9,μgm3
宜蘭,20171218,4,μgm3
新營,20171218,15,μgm3
彰化,20171218,8,μgm3
基隆,20171218,5,μgm3
陽明,20171218,-2,μgm3
馬公,20171218,18,μgm3
忠明,20171218,6,μgm3
竹東,20171218,4,μgm3
花蓮,20171218,3,μgm3
馬祖,20171218,35,μgm3
三義,20171218,5,μgm3
豐原,20171218,5,μgm3
斗六,20171218,14,μgm3
臺東,20171218,4,μgm3
美濃,20171218,21,μgm3
新竹,20171218,8,μgm3
苗栗,20171218,6,μgm3
南投,20171215,41,μgm3
恆春,20171215,5,μgm3
花蓮,20171215,5,μgm3
板橋,20171215,6,μgm3
士林,20171215,4,μgm3
馬祖,20171215,5,μgm3
萬華,20171215,5,μgm3
平鎮,20171215,10,μgm3
金門,20171215,16,μgm3
嘉義,20171215,41,μgm3
豐原,20171215,36,μgm3
朴子,20171215,23,μgm3
新竹,20171215,16,μgm3
斗六,20171215,45,μgm3
臺東,20171215,5,μgm3
苗栗,20171215,17,μgm3
屏東,20171215,34,μgm3
汐止,20171215,7,μgm3
陽明,20171215,2,μgm3
前金,20171215,38,μgm3
新營,20171215,31,μgm3
桃園,20171215,8,μgm3
馬公,20171215,12,μgm3
基隆,20171215,5,μgm3
宜蘭,20171215,5,μgm3
臺南,20171215,31,μgm3
竹東,20171215,19,μgm3
美濃,20171215,25,μgm3
忠明,20171215,30,μgm3
彰化,20171215,23,μgm3
屏東,20171212,49,μgm3
朴子,20171212,25,μgm3
前金,20171212,45,μgm3
板橋,20171212,8,μgm3
南投,20171212,29,μgm3
新營,20171212,29,μgm3
花蓮,20171212,7,μgm3
平鎮,20171212,9,μgm3
新竹,20171212,9,μgm3
恆春,20171212,5,μgm3
苗栗,20171212,12,μgm3
美濃,20171212,41,μgm3
臺東,20171212,9,μgm3
豐原,20171212,18,μgm3
馬祖,20171212,25,μgm3
忠明,20171212,19,μgm3
竹東,20171212,7,μgm3
基隆,20171212,7,μgm3
馬公,20171212,11,μgm3
陽明,20171212,-2,μgm3
宜蘭,20171212,7,μgm3
萬華,20171212,8,μgm3
金門,20171212,22,μgm3
桃園,20171212,9,μgm3
臺南,20171212,31,μgm3
士林,20171212,5,μgm3
汐止,20171212,8,μgm3
嘉義,20171212,33,μgm3
彰化,20171212,18,μgm3
陽明,20171209,5,μgm3
萬華,20171209,13,μgm3
新營,20171209,31,μgm3
彰化,20171209,21,μgm3
板橋,20171209,14,μgm3
美濃,20171209,39,μgm3
南投,20171209,32,μgm3
宜蘭,20171209,10,μgm3
新竹,20171209,20,μgm3
苗栗,20171209,17,μgm3
嘉義,20171209,39,μgm3
臺東,20171209,9,μgm3
汐止,20171209,13,μgm3
斗六,20171209,37,μgm3
豐原,20171209,17,μgm3
三義,20171209,13,μgm3
士林,20171209,10,μgm3
馬祖,20171209,35,μgm3
花蓮,20171209,10,μgm3
基隆,20171209,11,μgm3
臺南,20171209,33,μgm3
前金,20171209,46,μgm3
忠明,20171209,18,μgm3
恆春,20171209,8,μgm3
桃園,20171209,16,μgm3
平鎮,20171209,18,μgm3
朴子,20171209,27,μgm3
屏東,20171209,50,μgm3
金門,20171209,54,μgm3
馬公,20171209,19,μgm3
三義,20171206,16,μgm3
美濃,20171206,33,μgm3
忠明,20171206,22,μgm3
萬華,20171206,13,μgm3
陽明,20171206,7,μgm3
彰化,20171206,22,μgm3
恆春,20171206,8,μgm3
苗栗,20171206,16,μgm3
馬公,20171206,14,μgm3
南投,20171206,30,μgm3
馬祖,20171206,42,μgm3
花蓮,20171206,12,μgm3
士林,20171206,10,μgm3
臺南,20171206,36,μgm3
基隆,20171206,12,μgm3
宜蘭,20171206,13,μgm3
朴子,20171206,29,μgm3
汐止,20171206,14,μgm3
板橋,20171206,12,μgm3
竹東,20171206,12,μgm3
屏東,20171206,37,μgm3
斗六,20171206,35,μgm3
桃園,20171206,13,μgm3
新竹,20171206,16,μgm3
平鎮,20171206,15,μgm3
金門,20171206,48,μgm3
前金,20171206,43,μgm3
豐原,20171206,21,μgm3
新營,20171206,34,μgm3
臺東,20171206,10,μgm3
嘉義,20171206,37,μgm3
陽明,20171203,-2,μgm3
新竹,20171203,8,μgm3
臺東,20171203,4,μgm3
屏東,20171203,41,μgm3
斗六,20171203,24,μgm3
汐止,20171203,6,μgm3
豐原,20171203,8,μgm3
士林,20171203,5,μgm3
三義,20171203,11,μgm3
臺南,20171203,23,μgm3
萬華,20171203,6,μgm3
馬祖,20171203,13,μgm3
板橋,20171203,7,μgm3
馬公,20171203,10,μgm3
美濃,20171203,32,μgm3
忠明,20171203,10,μgm3
南投,20171203,16,μgm3
朴子,20171203,18,μgm3
彰化,20171203,11,μgm3
新營,20171203,21,μgm3
宜蘭,20171203,3,μgm3
竹東,20171203,4,μgm3
金門,20171203,17,μgm3
苗栗,20171203,8,μgm3
花蓮,20171203,5,μgm3
恆春,20171203,3,μgm3
桃園,20171203,7,μgm3
基隆,20171203,6,μgm3
前金,20171203,35,μgm3
嘉義,20171203,24,μgm3
臺東,20171130,5,μgm3
新營,20171130,32,μgm3
恆春,20171130,4,μgm3
臺南,20171130,47,μgm3
三義,20171130,9,μgm3
新竹,20171130,7,μgm3
金門,20171130,9,μgm3
斗六,20171130,27,μgm3
基隆,20171130,4,μgm3
宜蘭,20171130,3,μgm3
花蓮,20171130,4,μgm3
士林,20171130,2,μgm3
前金,20171130,61,μgm3
馬公,20171130,8,μgm3
美濃,20171130,27,μgm3
陽明,20171130,-2,μgm3
板橋,20171130,4,μgm3
彰化,20171130,11,μgm3
馬祖,20171130,8,μgm3
桃園,20171130,4,μgm3
屏東,20171130,45,μgm3
朴子,20171130,29,μgm3
豐原,20171130,11,μgm3
忠明,20171130,11,μgm3
竹東,20171130,4,μgm3
汐止,20171130,4,μgm3
南投,20171130,21,μgm3
平鎮,20171130,5,μgm3
嘉義,20171130,34,μgm3
新營,20171127,20,μgm3
苗栗,20171127,8,μgm3
新竹,20171127,7,μgm3
花蓮,20171127,5,μgm3
豐原,20171127,10,μgm3
陽明,20171127,2,μgm3
朴子,20171127,16,μgm3
臺東,20171127,4,μgm3
斗六,20171127,24,μgm3
三義,20171127,7,μgm3
馬祖,20171127,38,μgm3
板橋,20171127,8,μgm3
忠明,20171127,12,μgm3
士林,20171127,7,μgm3
南投,20171127,19,μgm3
竹東,20171127,5,μgm3
馬公,20171127,14,μgm3
前金,20171127,25,μgm3
宜蘭,20171127,4,μgm3
萬華,20171127,8,μgm3
臺南,20171127,22,μgm3
金門,20171127,23,μgm3
桃園,20171127,8,μgm3
美濃,20171127,23,μgm3
汐止,20171127,8,μgm3
屏東,20171127,31,μgm3
彰化,20171127,14,μgm3
基隆,20171127,8,μgm3
恆春,20171127,4,μgm3
嘉義,20171127,23,μgm3
平鎮,20171127,7,μgm3
竹東,20171124,9,μgm3
士林,20171124,10,μgm3
南投,20171124,14,μgm3
陽明,20171124,6,μgm3
苗栗,20171124,11,μgm3
忠明,20171124,11,μgm3
臺南,20171124,24,μgm3
彰化,20171124,12,μgm3
馬公,20171124,15,μgm3
新竹,20171124,12,μgm3
新營,20171124,20,μgm3
三義,20171124,9,μgm3
嘉義,20171124,21,μgm3
美濃,20171124,28,μgm3
萬華,20171124,12,μgm3
汐止,20171124,11,μgm3
豐原,20171124,10,μgm3
平鎮,20171124,12,μgm3
朴子,20171124,19,μgm3
恆春,20171124,6,μgm3
板橋,20171124,11,μgm3
屏東,20171124,36,μgm3
基隆,20171124,10,μgm3
臺東,20171124,7,μgm3
桃園,20171124,11,μgm3
金門,20171124,39,μgm3
花蓮,20171124,6,μgm3
斗六,20171121,21,μgm3
苗栗,20171121,8,μgm3
萬華,20171121,6,μgm3
新營,20171121,22,μgm3
金門,20171121,13,μgm3
基隆,20171121,5,μgm3
馬公,20171121,6,μgm3
前金,20171121,27,μgm3
板橋,20171121,6,μgm3
士林,20171121,5,μgm3
花蓮,20171121,5,μgm3
竹東,20171121,6,μgm3
新竹,20171121,6,μgm3
南投,20171121,15,μgm3
朴子,20171121,15,μgm3
忠明,20171121,13,μgm3
美濃,20171121,21,μgm3
彰化,20171121,11,μgm3
馬祖,20171121,5,μgm3
汐止,20171121,5,μgm3
臺東,20171121,4,μgm3
三義,20171121,9,μgm3
豐原,20171121,14,μgm3
恆春,20171121,2,μgm3
陽明,20171121,-2,μgm3
臺南,20171121,22,μgm3
宜蘭,20171121,3,μgm3
屏東,20171121,34,μgm3
平鎮,20171121,6,μgm3
嘉義,20171121,23,μgm3
陽明,20171118,2,μgm3
美濃,20171118,22,μgm3
苗栗,20171118,11,μgm3
桃園,20171118,21,μgm3
板橋,20171118,19,μgm3
三義,20171118,12,μgm3
竹東,20171118,10,μgm3
馬公,20171118,13,μgm3
宜蘭,20171118,10,μgm3
豐原,20171118,12,μgm3
士林,20171118,10,μgm3
新營,20171118,31,μgm3
恆春,20171118,8,μgm3
萬華,20171118,16,μgm3
金門,20171118,19,μgm3
朴子,20171118,47,μgm3
屏東,20171118,23,μgm3
嘉義,20171118,21,μgm3
基隆,20171118,15,μgm3
馬祖,20171118,11,μgm3
汐止,20171118,16,μgm3
臺南,20171118,31,μgm3
彰化,20171118,17,μgm3
花蓮,20171118,7,μgm3
前金,20171118,30,μgm3
南投,20171118,21,μgm3
新竹,20171118,17,μgm3
斗六,20171118,25,μgm3
臺東,20171118,7,μgm3
忠明,20171118,19,μgm3
基隆,20171115,10,μgm3
平鎮,20171115,10,μgm3
新營,20171115,31,μgm3
三義,20171115,9,μgm3
恆春,20171115,4,μgm3
苗栗,20171115,11,μgm3
豐原,20171115,12,μgm3
臺東,20171115,5,μgm3
忠明,20171115,13,μgm3
竹東,20171115,7,μgm3
前金,20171115,46,μgm3
屏東,20171115,50,μgm3
宜蘭,20171115,6,μgm3
金門,20171115,25,μgm3
美濃,20171115,30,μgm3
汐止,20171115,10,μgm3
嘉義,20171115,35,μgm3
彰化,20171115,14,μgm3
新竹,20171115,11,μgm3
士林,20171115,9,μgm3
萬華,20171115,11,μgm3
臺南,20171115,39,μgm3
板橋,20171115,10,μgm3
馬公,20171115,12,μgm3
馬祖,20171115,18,μgm3
斗六,20171115,28,μgm3
陽明,20171115,4,μgm3
南投,20171115,21,μgm3
花蓮,20171115,5,μgm3
朴子,20171115,23,μgm3
陽明,20171112,-2,μgm3
美濃,20171112,24,μgm3
平鎮,20171112,5,μgm3
士林,20171112,4,μgm3
忠明,20171112,8,μgm3
彰化,20171112,13,μgm3
汐止,20171112,7,μgm3
嘉義,20171112,23,μgm3
竹東,20171112,4,μgm3
馬公,20171112,11,μgm3
恆春,20171112,2,μgm3
屏東,20171112,31,μgm3
板橋,20171112,6,μgm3
苗栗,20171112,7,μgm3
臺東,20171112,-2,μgm3
臺南,20171112,25,μgm3
斗六,20171112,19,μgm3
馬祖,20171112,17,μgm3
前金,20171112,39,μgm3
南投,20171112,13,μgm3
宜蘭,20171112,3,μgm3
朴子,20171112,19,μgm3
基隆,20171112,6,μgm3
豐原,20171112,8,μgm3
新竹,20171112,8,μgm3
萬華,20171112,6,μgm3
花蓮,20171112,4,μgm3
金門,20171112,18,μgm3
桃園,20171112,5,μgm3
三義,20171112,7,μgm3
新營,20171112,21,μgm3
新竹,20171109,15,μgm3
朴子,20171109,32,μgm3
恆春,20171109,2,μgm3
臺東,20171109,2,μgm3
斗六,20171109,37,μgm3
彰化,20171109,19,μgm3
士林,20171109,15,μgm3
新營,20171109,34,μgm3
嘉義,20171109,34,μgm3
汐止,20171109,17,μgm3
前金,20171109,28,μgm3
美濃,20171109,27,μgm3
三義,20171109,11,μgm3
桃園,20171109,17,μgm3
基隆,20171109,17,μgm3
花蓮,20171109,3,μgm3
萬華,20171109,19,μgm3
宜蘭,20171109,10,μgm3
南投,20171109,28,μgm3
苗栗,20171109,10,μgm3
板橋,20171109,17,μgm3
臺南,20171109,32,μgm3
屏東,20171109,36,μgm3
馬公,20171109,25,μgm3
竹東,20171109,7,μgm3
忠明,20171109,19,μgm3
金門,20171109,28,μgm3
陽明,20171109,-2,μgm3
馬祖,20171109,27,μgm3
平鎮,20171109,15,μgm3
豐原,20171109,17,μgm3
南投,20171106,33,μgm3
平鎮,20171106,13,μgm3
臺南,20171106,46,μgm3
恆春,20171106,7,μgm3
馬公,20171106,21,μgm3
馬祖,20171106,16,μgm3
前金,20171106,67,μgm3
屏東,20171106,59,μgm3
彰化,20171106,25,μgm3
竹東,20171106,19,μgm3
花蓮,20171106,10,μgm3
金門,20171106,27,μgm3
美濃,20171106,45,μgm3
萬華,20171106,11,μgm3
新竹,20171106,20,μgm3
三義,20171106,24,μgm3
汐止,20171106,9,μgm3
基隆,20171106,10,μgm3
忠明,20171106,26,μgm3
新營,20171106,41,μgm3
宜蘭,20171106,9,μgm3
陽明,20171106,6,μgm3
豐原,20171106,28,μgm3
斗六,20171106,43,μgm3
士林,20171106,10,μgm3
朴子,20171106,31,μgm3
臺東,20171106,9,μgm3
嘉義,20171106,41,μgm3
桃園,20171106,10,μgm3
板橋,20171106,10,μgm3
苗栗,20171106,21,μgm3
恆春,20171103,5,μgm3
桃園,20171103,13,μgm3
臺南,20171103,23,μgm3
新竹,20171103,13,μgm3
斗六,20171103,18,μgm3
馬祖,20171103,39,μgm3
苗栗,20171103,13,μgm3
朴子,20171103,16,μgm3
馬公,20171103,16,μgm3
陽明,20171103,6,μgm3
南投,20171103,13,μgm3
基隆,20171103,11,μgm3
三義,20171103,8,μgm3
屏東,20171103,40,μgm3
忠明,20171103,12,μgm3
宜蘭,20171103,8,μgm3
金門,20171103,31,μgm3
竹東,20171103,9,μgm3
前金,20171103,31,μgm3
新營,20171103,19,μgm3
板橋,20171103,15,μgm3
花蓮,20171103,8,μgm3
美濃,20171103,28,μgm3
汐止,20171103,11,μgm3
嘉義,20171103,18,μgm3
萬華,20171103,14,μgm3
彰化,20171103,12,μgm3
士林,20171103,11,μgm3
平鎮,20171103,14,μgm3
臺東,20171103,6,μgm3
朴子,20171031,17,μgm3
前金,20171031,20,μgm3
桃園,20171031,9,μgm3
三義,20171031,10,μgm3
金門,20171031,16,μgm3
忠明,20171031,13,μgm3
平鎮,20171031,8,μgm3
士林,20171031,6,μgm3
萬華,20171031,9,μgm3
馬公,20171031,11,μgm3
花蓮,20171031,8,μgm3
宜蘭,20171031,7,μgm3
新竹,20171031,10,μgm3
基隆,20171031,7,μgm3
南投,20171031,18,μgm3
板橋,20171031,9,μgm3
臺東,20171031,8,μgm3
臺南,20171031,20,μgm3
苗栗,20171031,9,μgm3
屏東,20171031,24,μgm3
豐原,20171031,13,μgm3
恆春,20171031,6,μgm3
陽明,20171031,4,μgm3
斗六,20171031,22,μgm3
竹東,20171031,7,μgm3
彰化,20171031,14,μgm3
馬祖,20171031,14,μgm3
嘉義,20171031,21,μgm3
汐止,20171031,8,μgm3
新營,20171031,20,μgm3
美濃,20171031,21,μgm3
屏東,20171028,28,μgm3
忠明,20171028,21,μgm3
臺東,20171028,15,μgm3
苗栗,20171028,23,μgm3
臺南,20171028,29,μgm3
基隆,20171028,23,μgm3
板橋,20171028,23,μgm3
馬公,20171028,21,μgm3
桃園,20171028,23,μgm3
新竹,20171028,23,μgm3
宜蘭,20171028,15,μgm3
平鎮,20171028,23,μgm3
士林,20171028,23,μgm3
花蓮,20171028,17,μgm3
萬華,20171028,23,μgm3
彰化,20171028,21,μgm3
汐止,20171028,23,μgm3
嘉義,20171028,28,μgm3
金門,20171028,34,μgm3
豐原,20171028,20,μgm3
美濃,20171028,26,μgm3
新營,20171028,27,μgm3
陽明,20171028,7,μgm3
朴子,20171028,28,μgm3
前金,20171028,33,μgm3
竹東,20171028,21,μgm3
三義,20171028,23,μgm3
恆春,20171028,18,μgm3
斗六,20171028,31,μgm3
馬祖,20171028,34,μgm3
新營,20171025,24,μgm3
士林,20171025,12,μgm3
新竹,20171025,15,μgm3
嘉義,20171025,26,μgm3
汐止,20171025,14,μgm3
美濃,20171025,28,μgm3
桃園,20171025,15,μgm3
萬華,20171025,14,μgm3
宜蘭,20171025,15,μgm3
朴子,20171025,21,μgm3
板橋,20171025,14,μgm3
臺南,20171025,27,μgm3
屏東,20171025,33,μgm3
竹東,20171025,13,μgm3
基隆,20171025,12,μgm3
金門,20171025,23,μgm3
馬祖,20171025,17,μgm3
前金,20171025,35,μgm3
臺東,20171025,11,μgm3
馬公,20171025,16,μgm3
陽明,20171025,10,μgm3
豐原,20171025,15,μgm3
忠明,20171025,15,μgm3
三義,20171025,13,μgm3
恆春,20171025,10,μgm3
花蓮,20171025,11,μgm3
平鎮,20171025,14,μgm3
斗六,20171025,26,μgm3
苗栗,20171025,15,μgm3
彰化,20171025,16,μgm3
新營,20171022,23,μgm3
美濃,20171022,24,μgm3
臺南,20171022,23,μgm3
基隆,20171022,23,μgm3
板橋,20171022,24,μgm3
汐止,20171022,24,μgm3
苗栗,20171022,21,μgm3
萬華,20171022,23,μgm3
斗六,20171022,24,μgm3
陽明,20171022,21,μgm3
朴子,20171022,23,μgm3
三義,20171022,20,μgm3
士林,20171022,23,μgm3
彰化,20171022,22,μgm3
金門,20171022,23,μgm3
忠明,20171022,21,μgm3
嘉義,20171022,23,μgm3
南投,20171022,21,μgm3
馬祖,20171022,23,μgm3
恆春,20171022,15,μgm3
平鎮,20171022,22,μgm3
豐原,20171022,20,μgm3
前金,20171022,26,μgm3
宜蘭,20171022,21,μgm3
屏東,20171022,25,μgm3
新竹,20171022,22,μgm3
竹東,20171022,22,μgm3
桃園,20171022,24,μgm3
花蓮,20171022,19,μgm3
馬公,20171022,21,μgm3
花蓮,20171019,9,μgm3
馬祖,20171019,16,μgm3
彰化,20171019,10,μgm3
萬華,20171019,11,μgm3
金門,20171019,21,μgm3
嘉義,20171019,14,μgm3
平鎮,20171019,11,μgm3
桃園,20171019,9,μgm3
屏東,20171019,31,μgm3
美濃,20171019,21,μgm3
前金,20171019,24,μgm3
新營,20171019,14,μgm3
汐止,20171019,9,μgm3
忠明,20171019,9,μgm3
朴子,20171019,15,μgm3
臺東,20171019,9,μgm3
豐原,20171019,8,μgm3
斗六,20171019,13,μgm3
竹東,20171019,7,μgm3
臺南,20171019,15,μgm3
板橋,20171019,10,μgm3
苗栗,20171019,11,μgm3
士林,20171019,8,μgm3
三義,20171019,8,μgm3
恆春,20171019,8,μgm3
陽明,20171019,-2,μgm3
南投,20171019,11,μgm3
基隆,20171019,11,μgm3
新竹,20171019,12,μgm3
宜蘭,20171019,7,μgm3
馬公,20171019,16,μgm3
前金,20171016,11,μgm3
馬祖,20171016,4,μgm3
金門,20171016,11,μgm3
陽明,20171016,2,μgm3
竹東,20171016,10,μgm3
屏東,20171016,12,μgm3
苗栗,20171016,10,μgm3
忠明,20171016,12,μgm3
豐原,20171016,11,μgm3
臺南,20171016,15,μgm3
朴子,20171016,16,μgm3
三義,20171016,10,μgm3
南投,20171016,11,μgm3
板橋,20171016,11,μgm3
花蓮,20171016,3,μgm3
彰化,20171016,13,μgm3
宜蘭,20171016,6,μgm3
萬華,20171016,11,μgm3
